"","studentid","schoolid","groupid","age","gender","grade","student_wealth","enrollment_2015","school_facilities","rural","time_to_bank","NGO_donations","W","IRT_score"
"539","34_5",34,13,15,1,8,-1.26322019100189,223,-1.50759279727936,0,60,0,0,-0.233029305934906
"540","34_3",34,13,17,2,8,-1.21064591407776,223,-1.50759279727936,0,60,0,0,-0.0208339225500822
"541","34_19",34,13,14,2,8,NA,223,-1.50759279727936,0,60,0,0,2.03465032577515
"542","35_14",35,88,13,1,2,-0.890497863292694,187.5,0.186836823821068,1,60,NA,0,-0.84371542930603
"543","35_3",35,88,11,1,2,-1.21064591407776,187.5,0.186836823821068,1,60,NA,0,0.779359221458435
"544","35_8",35,88,10,2,3,-0.359779566526413,187.5,0.186836823821068,1,60,NA,0,-0.62412965297699
"545","35_11",35,88,10,1,3,-0.49867245554924,187.5,0.186836823821068,1,60,NA,0,0.0784009471535683
"546","35_12",35,88,9,1,3,0.393162250518799,187.5,0.186836823821068,1,60,NA,0,-0.154686540365219
"547","35_18",35,88,9,2,3,-1.33489751815796,187.5,0.186836823821068,1,60,NA,0,-0.338296085596085
"548","35_19",35,88,13,2,4,-0.890497863292694,187.5,0.186836823821068,1,60,NA,0,-0.438278824090958
"549","35_6",35,88,13,2,4,-0.6799276471138,187.5,0.186836823821068,1,60,NA,0,-0.484960436820984
"550","35_13",35,88,16,2,4,1.54990434646606,187.5,0.186836823821068,1,60,NA,0,-1.52084243297577
"551","35_2",35,88,11,1,5,0.871306359767914,187.5,0.186836823821068,1,60,NA,0,1.5462818145752
"552","35_1",35,88,14,1,6,-1.21064591407776,187.5,0.186836823821068,1,60,NA,0,1.44175386428833
"553","35_17",35,88,13,2,6,2.47244811058044,187.5,0.186836823821068,1,60,NA,0,0.211563929915428
"554","35_5",35,88,15,1,6,-1.33489751815796,187.5,0.186836823821068,1,60,NA,0,1.61089944839478
"555","35_20",35,88,16,2,6,3.86070513725281,187.5,0.186836823821068,1,60,NA,0,-0.025105619803071
"556","35_7",35,88,13,2,7,-1.65504562854767,187.5,0.186836823821068,1,60,NA,0,0.787085652351379
"557","35_10",35,88,14,2,7,-1.21064591407776,187.5,0.186836823821068,1,60,NA,0,0.971385538578033
"558","35_15",35,88,14,2,7,-0.359779566526413,187.5,0.186836823821068,1,60,NA,0,1.58105373382568
"559","35_9",35,88,17,2,8,-0.890497863292694,187.5,0.186836823821068,1,60,NA,0,0.601736187934875
"560","35_4",35,88,16,1,8,0.744388282299042,187.5,0.186836823821068,1,60,NA,0,0.695201218128204
"561","37_9",37,88,13,1,2,-1.33489751815796,227,1.03682005405426,0,60,0,1,3.18617939949036
"562","37_4",37,88,12,1,2,-0.818820536136627,227,1.03682005405426,0,60,0,1,1.45761096477509
"563","37_5",37,88,10,1,2,-1.65504562854767,227,1.03682005405426,0,60,0,1,1.06666219234467
"564","37_6",37,88,10,2,3,0.0320458710193634,227,1.03682005405426,0,60,0,1,1.77467882633209
"565","37_13",37,88,12,1,3,-0.890497863292694,227,1.03682005405426,0,60,0,1,0.758343994617462
"566","37_1",37,88,12,2,4,1.94172978401184,227,1.03682005405426,0,60,0,1,0.0961161255836487
"567","37_16",37,88,12,1,4,-0.890497863292694,227,1.03682005405426,0,60,0,1,-0.68645441532135
"568","37_2",37,88,11,1,4,0.784987688064575,227,1.03682005405426,0,60,0,1,0.929868221282959
"569","37_17",37,88,15,1,5,-0.890497863292694,227,1.03682005405426,0,60,0,1,0.791051506996155
"570","37_19",37,88,13,2,5,3.54055714607239,227,1.03682005405426,0,60,0,1,1.08129525184631
"571","37_14",37,88,11,2,5,1.94172978401184,227,1.03682005405426,0,60,0,1,0.325797766447067
"572","37_11",37,88,14,1,6,-0.818820536136627,227,1.03682005405426,0,60,0,1,1.6403683423996
"573","37_3",37,88,15,2,6,-0.288102209568024,227,1.03682005405426,0,60,0,1,0.38281437754631
"574","37_12",37,88,12,1,6,-0.818820536136627,227,1.03682005405426,0,60,0,1,1.68168449401855
"575","37_8",37,88,18,1,7,-0.49867245554924,227,1.03682005405426,0,60,0,1,-0.217166140675545
"576","37_18",37,88,15,2,7,-0.890497863292694,227,1.03682005405426,0,60,0,1,0.65965735912323
"577","37_15",37,88,14,1,7,-0.49867245554924,227,1.03682005405426,0,60,0,1,0.902231991291046
"578","37_10",37,88,15,1,8,-1.65504562854767,227,1.03682005405426,0,60,0,1,2.70473504066467
"579","37_7",37,88,16,1,8,-0.818820536136627,227,1.03682005405426,0,60,0,1,1.79337823390961
"580","39_18",39,38,12,1,2,-0.359779566526413,324,0.69411689043045,0,20,1100,0,-0.252135783433914
"581","39_3",39,38,13,2,2,5.52408027648926,324,0.69411689043045,0,20,1100,0,-1.3068208694458
"582","39_5",39,38,11,2,3,2.47244811058044,324,0.69411689043045,0,20,1100,0,-1.38417625427246
"583","39_13",39,38,9,1,3,4.8980565071106,324,0.69411689043045,0,20,1100,0,-1.38547909259796
"584","39_17",39,38,8,1,3,0.0320458710193634,324,0.69411689043045,0,20,1100,0,-0.138601198792458
"585","39_10",39,38,13,2,4,1.54990434646606,324,0.69411689043045,0,20,1100,0,-0.299547642469406
"586","39_7",39,38,14,1,4,2.58725547790527,324,0.69411689043045,0,20,1100,0,0.62550288438797
"587","39_16",39,38,12,1,5,4.8980565071106,324,0.69411689043045,0,20,1100,0,0.240789964795113
"588","39_1",39,38,12,1,5,4.36733818054199,324,0.69411689043045,0,20,1100,0,1.14257419109344
"589","39_8",39,38,15,2,6,3.74399757385254,324,0.69411689043045,0,20,1100,0,-0.0271585043519735
"590","39_20",39,38,13,1,6,3.72181224822998,324,0.69411689043045,0,20,1100,0,1.25511479377747
"591","39_2",39,38,10,1,6,-0.818820536136627,324,0.69411689043045,0,20,1100,0,1.05367958545685
"592","39_4",39,38,15,2,7,0.784987688064575,324,0.69411689043045,0,20,1100,0,-0.849067986011505
"593","39_12",39,38,13,2,7,1.94172978401184,324,0.69411689043045,0,20,1100,0,0.515919744968414
"594","39_15",39,38,17,1,8,1.94172978401184,324,0.69411689043045,0,20,1100,0,1.41530525684357
"595","39_14",39,38,15,1,8,0.784987688064575,324,0.69411689043045,0,20,1100,0,0.59869772195816
"596","39_6",39,38,15,1,8,4.04718971252441,324,0.69411689043045,0,20,1100,0,-0.835528433322906
"597","40_21",40,12,10,1,2,-1.33489751815796,399,-1.28369474411011,0,90,0,1,1.06103777885437
"598","40_5",40,12,12,2,2,-1.33489751815796,399,-1.28369474411011,0,90,0,1,-0.76227867603302
"599","40_1",40,12,13,2,2,-0.818820536136627,399,-1.28369474411011,0,90,0,1,-0.241811692714691
"600","40_2",40,12,10,1,4,-0.49867245554924,399,-1.28369474411011,0,90,0,1,1.4519476890564
"601","40_7",40,12,11,1,4,-0.359779566526413,399,-1.28369474411011,0,90,0,1,2.03425669670105
"602","40_8",40,12,10,1,4,0.658069610595703,399,-1.28369474411011,0,90,0,1,1.48116958141327
"603","40_18",40,12,12,1,5,-1.21064591407776,399,-1.28369474411011,0,90,0,1,2.25205397605896
"604","40_20",40,12,14,2,5,-0.412353783845901,399,-1.28369474411011,0,90,0,1,0.554039180278778
"605","40_22",40,12,15,2,6,-1.65504562854767,399,-1.28369474411011,0,90,0,1,-1.63139295578003
"606","40_10",40,12,14,2,6,-0.49867245554924,399,-1.28369474411011,0,90,0,1,0.321308523416519
"607","40_3",40,12,14,1,6,-0.804179251194,399,-1.28369474411011,0,90,0,1,0.0398466475307941
"608","40_11",40,12,14,1,7,2.47244811058044,399,-1.28369474411011,0,90,0,1,0.72447395324707
"609","40_13",40,12,17,2,7,-0.49867245554924,399,-1.28369474411011,0,90,0,1,0.510416388511658
"610","40_17",40,12,17,1,7,-0.359779566526413,399,-1.28369474411011,0,90,0,1,1.70664155483246
"611","40_19",40,12,17,2,8,-0.49867245554924,399,-1.28369474411011,0,90,0,1,1.10501277446747
"612","40_14",40,12,16,1,8,-0.890497863292694,399,-1.28369474411011,0,90,0,1,1.10693407058716
"613","40_12",40,12,18,2,8,-0.49867245554924,399,-1.28369474411011,0,90,0,1,0.513310670852661
"614","41_23",41,12,7,2,2,-0.359779566526413,391,0.753549575805664,0,30,0,0,-0.349337309598923
"615","41_21",41,12,9,2,2,-0.288102209568024,391,0.753549575805664,0,30,0,0,-0.740357875823975
"616","41_9",41,12,6,2,2,0.266244173049927,391,0.753549575805664,0,30,0,0,-0.429886311292648
"617","41_5",41,12,9,2,3,3.3299868106842,391,0.753549575805664,0,30,0,0,-0.420082867145538
"618","41_13",41,12,6,2,3,3.3299868106842,391,0.753549575805664,0,30,0,0,-0.797362387180328
"619","41_7",41,12,6,1,3,0.784987688064575,391,0.753549575805664,0,30,0,0,-0.624635517597198
"620","41_10",41,12,10,1,4,0.266244173049927,391,0.753549575805664,0,30,0,0,0.86795562505722
"621","41_24",41,12,10,1,4,0.658069610595703,391,0.753549575805664,0,30,0,0,-0.624405145645142
"622","41_20",41,12,12,1,4,-0.359779566526413,391,0.753549575805664,0,30,0,0,-0.0403482206165791
"623","41_15",41,12,8,1,5,-0.359779566526413,391,0.753549575805664,0,30,0,0,0.65852028131485
"624","41_1",41,12,14,1,5,3.00983881950378,391,0.753549575805664,0,30,0,0,0.601907074451447
"625","41_12",41,12,14,1,5,1.83431363105774,391,0.753549575805664,0,30,0,0,-0.698793351650238
"626","41_6",41,12,12,2,6,-0.890497863292694,391,0.753549575805664,0,30,0,0,0.0042554116807878
"627","41_2",41,12,10,2,6,0.658069610595703,391,0.753549575805664,0,30,0,0,1.13543438911438
"628","41_19",41,12,13,1,7,-1.33489751815796,391,0.753549575805664,0,30,0,0,0.338247001171112
"629","41_22",41,12,12,2,7,1.28141009807587,391,0.753549575805664,0,30,0,0,2.51637196540833
"630","41_4",41,12,13,2,7,1.54990434646606,391,0.753549575805664,0,30,0,0,0.561337351799011
"631","41_16",41,12,13,1,8,3.3299868106842,391,0.753549575805664,0,30,0,0,0.669265031814575
"632","41_11",41,12,15,2,8,-1.21064591407776,391,0.753549575805664,0,30,0,0,0.91210550069809
"633","41_14",41,12,12,1,8,0.0730141773819923,391,0.753549575805664,0,30,0,0,1.340616106987
"634","42_27",42,50,10,2,2,4.6878547668457,183,1.4712849855423,0,30,0,1,0.835048794746399
"635","42_1",42,50,9,1,2,-0.49867245554924,183,1.4712849855423,0,30,0,1,0.317418426275253
"636","42_12",42,50,10,2,2,-1.21064591407776,183,1.4712849855423,0,30,0,1,0.402889966964722
"637","42_22",42,50,10,2,3,-0.359779566526413,183,1.4712849855423,0,30,0,1,-1.64517748355865
"638","42_23",42,50,4,2,3,-0.890497863292694,183,1.4712849855423,0,30,0,1,-0.984007656574249
"639","42_15",42,50,9,1,3,-0.890497863292694,183,1.4712849855423,0,30,0,1,0.741558730602264
"640","42_24",42,50,11,2,4,-0.359779566526413,183,1.4712849855423,0,30,0,1,0.422532558441162
"641","42_26",42,50,11,2,4,1.18878793716431,183,1.4712849855423,0,30,0,1,0.233465224504471
"642","42_9",42,50,14,2,4,-1.21064591407776,183,1.4712849855423,0,30,0,1,0.61008757352829
"643","42_5",42,50,12,2,5,-0.890497863292694,183,1.4712849855423,0,30,0,1,1.04223716259003
"644","42_4",42,50,12,1,5,-0.359779566526413,183,1.4712849855423,0,30,0,1,0.976108968257904
"645","42_21",42,50,11,2,5,-0.890497863292694,183,1.4712849855423,0,30,0,1,1.30098092556
"646","42_19",42,50,11,2,6,-1.21064591407776,183,1.4712849855423,0,30,0,1,0.888791918754578
"647","42_14",42,50,13,2,6,-1.33489751815796,183,1.4712849855423,0,30,0,1,1.26634526252747
"648","42_7",42,50,13,2,6,2.08062267303467,183,1.4712849855423,0,30,0,1,2.14720273017883
"649","42_20",42,50,16,2,7,-0.49867245554924,183,1.4712849855423,0,30,0,1,-0.61070454120636
"650","42_2",42,50,14,1,7,-0.890497863292694,183,1.4712849855423,0,30,0,1,0.633237957954407
"651","42_16",42,50,16,1,7,-0.890497863292694,183,1.4712849855423,0,30,0,1,1.07508182525635
"652","42_13",42,50,17,2,8,-0.890497863292694,183,1.4712849855423,0,30,0,1,-0.402200281620026
"653","42_17",42,50,15,2,8,-0.890497863292694,183,1.4712849855423,0,30,0,1,1.05874705314636
"654","43_3",43,50,13,2,2,-0.359779566526413,66.5,1.9531672000885,1,40,0,0,-0.517197549343109
"655","43_1",43,50,11,1,2,-0.890497863292694,66.5,1.9531672000885,1,40,0,0,0.517247378826141
"656","43_14",43,50,11,2,2,3.03202390670776,66.5,1.9531672000885,1,40,0,0,-0.813323497772217
"657","43_18",43,50,12,1,2,-1.21064591407776,66.5,1.9531672000885,1,40,0,0,-0.184737056493759
"658","43_11",43,50,10,2,2,-1.33489751815796,66.5,1.9531672000885,1,40,0,0,0.729576289653778
"659","43_6",43,50,9,2,2,-1.21064591407776,66.5,1.9531672000885,1,40,0,0,1.11243772506714
"660","43_15",43,50,10,2,2,-0.359779566526413,66.5,1.9531672000885,1,40,0,0,-0.406957596540451
"661","43_8",43,50,9,1,3,0.476814419031143,66.5,1.9531672000885,1,40,0,0,-0.213049799203873
"662","43_7",43,50,12,2,3,-0.890497863292694,66.5,1.9531672000885,1,40,0,0,-0.352020531892776
"663","43_2",43,50,10,2,3,0.0730141773819923,66.5,1.9531672000885,1,40,0,0,-0.300519585609436
"664","43_13",43,50,9,1,3,-0.890497863292694,66.5,1.9531672000885,1,40,0,0,-1.27185189723969
"665","43_22",43,50,14,1,3,-0.890497863292694,66.5,1.9531672000885,1,40,0,0,-1.99131894111633
"666","43_17",43,50,14,2,4,-0.890497863292694,66.5,1.9531672000885,1,40,0,0,-0.38597047328949
"667","43_4",43,50,11,1,4,-1.65504562854767,66.5,1.9531672000885,1,40,0,0,1.26512134075165
"668","43_20",43,50,18,2,5,-1.33489751815796,66.5,1.9531672000885,1,40,0,0,-0.870497584342957
"669","43_19",43,50,14,1,7,-1.21064591407776,66.5,1.9531672000885,1,40,0,0,2.32977342605591
"670","43_9",43,50,15,1,7,-0.890497863292694,66.5,1.9531672000885,1,40,0,0,2.24699974060059
"671","43_21",43,50,15,2,7,-1.33489751815796,66.5,1.9531672000885,1,40,0,0,-0.235846698284149
"672","43_16",43,50,17,1,8,-1.21064591407776,66.5,1.9531672000885,1,40,0,0,1.18085360527039
"673","44_20",44,65,11,1,2,-0.288102209568024,170,-0.778908729553223,0,6,0,0,0.81790018081665
"674","44_2",44,65,11,1,2,3.72181224822998,170,-0.778908729553223,0,6,0,0,1.58879697322845
"675","44_19",44,65,9,1,2,4.25253057479858,170,-0.778908729553223,0,6,0,0,0.366271644830704
"676","44_6",44,65,7,2,3,-0.49867245554924,170,-0.778908729553223,0,6,0,0,0.155965119600296
"677","44_10",44,65,6,2,3,-0.49867245554924,170,-0.778908729553223,0,6,0,0,-0.117630526423454
"678","44_11",44,65,9,1,3,-0.890497863292694,170,-0.778908729553223,0,6,0,0,-0.32458421587944
"679","44_13",44,65,8,2,4,-0.890497863292694,170,-0.778908729553223,0,6,0,0,0.504135489463806
"680","44_1",44,65,11,2,4,0.784987688064575,170,-0.778908729553223,0,6,0,0,1.03732085227966
"681","44_3",44,65,9,2,5,1.54990434646606,170,-0.778908729553223,0,6,0,0,0.171335697174072
"682","44_5",44,65,10,2,5,1.49198043346405,170,-0.778908729553223,0,6,0,0,0.357652455568314
"683","44_9",44,65,9,1,5,1.54990434646606,170,-0.778908729553223,0,6,0,0,0.705722868442535
"684","44_15",44,65,10,1,6,-1.21064591407776,170,-0.778908729553223,0,6,0,0,-0.157752841711044
"685","44_17",44,65,14,2,6,3.93238258361816,170,-0.778908729553223,0,6,0,0,-1.00762617588043
"686","44_16",44,65,10,1,6,-0.49867245554924,170,-0.778908729553223,0,6,0,0,1.5049923658371
"687","44_12",44,65,13,1,7,0.79696249961853,170,-0.778908729553223,0,6,0,0,1.54572784900665
"688","44_14",44,65,12,2,7,-0.49867245554924,170,-0.778908729553223,0,6,0,0,0.669190526008606
"689","44_18",44,65,14,1,8,-0.49867245554924,170,-0.778908729553223,0,6,0,0,0.426844358444214
"690","44_4",44,65,13,2,8,0.0730141773819923,170,-0.778908729553223,0,6,0,0,1.07154321670532
"691","44_8",44,65,12,2,8,1.94172978401184,170,-0.778908729553223,0,6,0,0,0.989054918289185
"692","45_8",45,65,10,1,2,-1.65504562854767,230,0.796399652957916,1,120,0,1,1.02112340927124
"693","45_16",45,65,8,1,2,2.47244811058044,230,0.796399652957916,1,120,0,1,0.346991211175919
"694","45_7",45,65,8,2,3,-0.890497863292694,230,0.796399652957916,1,120,0,1,0.210522130131721
"695","45_15",45,65,9,1,3,-0.49867245554924,230,0.796399652957916,1,120,0,1,0.183565691113472
"696","45_3",45,65,9,2,3,-0.890497863292694,230,0.796399652957916,1,120,0,1,0.190020531415939
"697","45_13",45,65,10,2,4,6.05479860305786,230,0.796399652957916,1,120,0,1,-0.0504065603017807
"698","45_4",45,65,8,2,4,2.08062267303467,230,0.796399652957916,1,120,0,1,1.41302347183228
"699","45_18",45,65,10,2,4,-0.890497863292694,230,0.796399652957916,1,120,0,1,0.546921193599701
"700","45_9",45,65,12,1,5,-1.33489751815796,230,0.796399652957916,1,120,0,1,1.12739610671997
"701","45_6",45,65,11,1,5,-0.890497863292694,230,0.796399652957916,1,120,0,1,2.75856995582581
"702","45_2",45,65,13,2,5,0.266244173049927,230,0.796399652957916,1,120,0,1,0.876902222633362
"703","45_1",45,65,13,1,6,-0.412353783845901,230,0.796399652957916,1,120,0,1,0.665280640125275
"704","45_10",45,65,16,1,6,1.54990434646606,230,0.796399652957916,1,120,0,1,0.199474424123764
"705","45_17",45,65,11,1,6,-0.359779566526413,230,0.796399652957916,1,120,0,1,1.13286960124969
"706","45_20",45,65,13,1,7,-0.890497863292694,230,0.796399652957916,1,120,0,1,1.35960817337036
"707","45_19",45,65,15,2,7,2.08062267303467,230,0.796399652957916,1,120,0,1,1.06717586517334
"708","45_5",45,65,12,1,7,-0.890497863292694,230,0.796399652957916,1,120,0,1,1.75092697143555
"709","45_14",45,65,16,2,8,-0.890497863292694,230,0.796399652957916,1,120,0,1,0.563099980354309
"710","45_12",45,65,12,2,8,-1.33489751815796,230,0.796399652957916,1,120,0,1,1.65954303741455
"711","46_18",46,58,9,2,2,3.3299868106842,186.5,1.68144357204437,0,120,0,0,-0.338796377182007
"712","46_7",46,58,10,2,2,-0.890497863292694,186.5,1.68144357204437,0,120,0,0,-0.80790513753891
"713","46_13",46,58,6,1,2,2.1954300403595,186.5,1.68144357204437,0,120,0,0,1.86588728427887
"714","46_20",46,58,8,2,3,-0.359779566526413,186.5,1.68144357204437,0,120,0,0,-0.60833865404129
"715","46_15",46,58,10,1,3,-0.890497863292694,186.5,1.68144357204437,0,120,0,0,0.665491878986359
"716","46_9",46,58,11,2,3,0.658069610595703,186.5,1.68144357204437,0,120,0,0,0.283790826797485
"717","46_14",46,58,11,1,4,-0.49867245554924,186.5,1.68144357204437,0,120,0,0,-0.517439663410187
"718","46_5",46,58,10,1,4,-0.288102209568024,186.5,1.68144357204437,0,120,0,0,1.66302967071533
"719","46_2",46,58,14,2,4,-0.49867245554924,186.5,1.68144357204437,0,120,0,0,-2.68176555633545
"720","46_11",46,58,11,1,5,5.52408027648926,186.5,1.68144357204437,0,120,0,0,-0.137518122792244
"721","46_17",46,58,13,1,5,-0.890497863292694,186.5,1.68144357204437,0,120,0,0,0.0376596227288246
"722","46_6",46,58,10,1,6,-0.890497863292694,186.5,1.68144357204437,0,120,0,0,2.3096296787262
"723","46_12",46,58,15,1,6,3.72181224822998,186.5,1.68144357204437,0,120,0,0,0.0359912030398846
"724","46_1",46,58,13,1,7,-1.21064591407776,186.5,1.68144357204437,0,120,0,0,0.819375932216644
"725","46_4",46,58,11,1,7,-0.49867245554924,186.5,1.68144357204437,0,120,0,0,1.37620162963867
"726","46_21",46,58,14,1,7,3.72181224822998,186.5,1.68144357204437,0,120,0,0,0.558205723762512
"727","46_19",46,58,14,2,8,3.72181224822998,186.5,1.68144357204437,0,120,0,0,1.53211140632629
"728","46_8",46,58,13,1,8,0.784987688064575,186.5,1.68144357204437,0,120,0,0,1.63313972949982
"729","46_3",46,58,13,2,8,-0.288102209568024,186.5,1.68144357204437,0,120,0,0,0.432028532028198
"730","46_16",46,58,13,1,8,-0.890497863292694,186.5,1.68144357204437,0,120,0,0,1.01384508609772
"731","47_15",47,58,13,2,2,-1.65504562854767,372,2.23229360580444,0,120,0,1,0.751976370811462
"732","47_17",47,58,11,1,2,-0.359779566526413,372,2.23229360580444,0,120,0,1,0.220927163958549
"733","47_7",47,58,11,2,3,-1.21064591407776,372,2.23229360580444,0,120,0,1,-0.615838944911957
"734","47_10",47,58,10,1,3,-0.49867245554924,372,2.23229360580444,0,120,0,1,0.664389550685883
"735","47_5",47,58,11,2,3,2.47244811058044,372,2.23229360580444,0,120,0,1,0.574455320835114
"736","47_14",47,58,13,1,4,-1.26322019100189,372,2.23229360580444,0,120,0,1,0.57018518447876
"737","47_4",47,58,13,2,4,-1.33489751815796,372,2.23229360580444,0,120,0,1,0.430566430091858
"738","47_13",47,58,16,2,4,NA,372,2.23229360580444,0,120,0,1,-0.453526437282562
"739","47_1",47,58,15,2,5,6.05479860305786,372,2.23229360580444,0,120,0,1,1.87656426429749
"740","47_12",47,58,15,2,5,0.784987688064575,372,2.23229360580444,0,120,0,1,-0.0354331769049168
"741","47_8",47,58,13,1,6,-0.890497863292694,372,2.23229360580444,0,120,0,1,2.27992510795593
"742","47_3",47,58,13,1,6,-1.21064591407776,372,2.23229360580444,0,120,0,1,1.23307681083679
"743","47_16",47,58,14,1,6,-0.943072080612183,372,2.23229360580444,0,120,0,1,1.04844427108765
"744","47_6",47,58,14,2,7,-0.49867245554924,372,2.23229360580444,0,120,0,1,-0.0032307708170265
"745","47_19",47,58,13,2,7,-0.818820536136627,372,2.23229360580444,0,120,0,1,1.4929906129837
"746","47_11",47,58,18,2,7,-0.890497863292694,372,2.23229360580444,0,120,0,1,0.310601949691772
"747","47_18",47,58,16,2,8,-0.943072080612183,372,2.23229360580444,0,120,0,1,0.966869950294495
"748","47_2",47,58,16,1,8,-0.359779566526413,372,2.23229360580444,0,120,0,1,1.06898772716522
"749","51_27",51,4,10,1,2,-0.359779566526413,421.5,2.47088837623596,0,25,0,0,-0.622883677482605
"750","51_14",51,4,10,2,3,-1.65504562854767,421.5,2.47088837623596,0,25,0,0,-0.0750477463006973
"751","51_2",51,4,9,2,3,-1.12432730197906,421.5,2.47088837623596,0,25,0,0,-0.294863343238831
"752","51_8",51,4,10,2,3,-1.21064591407776,421.5,2.47088837623596,0,25,0,0,-2.50670552253723
"753","51_3",51,4,13,1,4,1.94172978401184,421.5,2.47088837623596,0,25,0,0,-0.0393064022064209
"754","51_19",51,4,10,2,4,-0.49867245554924,421.5,2.47088837623596,0,25,0,0,-0.607739329338074
"755","51_1",51,4,10,1,4,0.784987688064575,421.5,2.47088837623596,0,25,0,0,-0.376874625682831
"756","51_22",51,4,11,1,5,0.0320458710193634,421.5,2.47088837623596,0,25,0,0,0.0491853095591068
"757","51_4",51,4,11,2,5,0.0320458710193634,421.5,2.47088837623596,0,25,0,0,1.00881481170654
"758","51_17",51,4,16,1,5,2.15229988098145,421.5,2.47088837623596,0,25,0,0,0.281836628913879
"759","51_7",51,4,14,1,6,-0.288102209568024,421.5,2.47088837623596,0,25,0,0,-0.106400094926357
"760","51_21",51,4,13,2,6,-0.49867245554924,421.5,2.47088837623596,0,25,0,0,1.07354915142059
"761","51_15",51,4,14,1,7,-0.890497863292694,421.5,2.47088837623596,0,25,0,0,1.84632611274719
"762","51_24",51,4,11,2,7,-0.890497863292694,421.5,2.47088837623596,0,25,0,0,0.0713212564587593
"763","51_5",51,4,14,2,8,-1.21064591407776,421.5,2.47088837623596,0,25,0,0,-0.0904369726777077
"764","51_18",51,4,16,1,8,-0.890497863292694,421.5,2.47088837623596,0,25,0,0,1.29181432723999
"765","51_28",51,4,18,2,8,-0.359779566526413,421.5,2.47088837623596,0,25,0,0,-0.691363453865051
"766","52_2",52,5,12,1,2,0.658069610595703,299.5,0.566611886024475,1,45,0,0,0.136591821908951
"767","52_21",52,5,12,2,2,-0.890497863292694,299.5,0.566611886024475,1,45,0,0,-2.58826398849487
"768","52_23",52,5,11,1,2,-0.732501864433289,299.5,0.566611886024475,1,45,0,0,0.137257531285286
"769","52_7",52,5,6,1,2,0.0320458710193634,299.5,0.566611886024475,1,45,0,0,-0.810462892055511
"770","52_28",52,5,9,1,3,0.0320458710193634,299.5,0.566611886024475,1,45,0,0,0.1225965321064
"771","52_11",52,5,10,2,3,-0.6799276471138,299.5,0.566611886024475,1,45,0,0,-0.0827003046870232
"772","52_24",52,5,9,2,3,0.266244173049927,299.5,0.566611886024475,1,45,0,0,-0.217095762491226
"773","52_18",52,5,6,1,3,0.784987688064575,299.5,0.566611886024475,1,45,0,0,-1.28639674186707
"774","52_22",52,5,14,2,4,-0.359779566526413,299.5,0.566611886024475,1,45,0,0,-0.397374093532562
"775","52_4",52,5,14,1,4,-0.359779566526413,299.5,0.566611886024475,1,45,0,0,-0.501735091209412
"776","52_19",52,5,10,1,4,1.31570601463318,299.5,0.566611886024475,1,45,0,0,1.48189389705658
"777","52_3",52,5,10,2,4,-0.359779566526413,299.5,0.566611886024475,1,45,0,0,0.770406544208527
"778","52_5",52,5,14,2,5,0.79696249961853,299.5,0.566611886024475,1,45,0,0,1.03425872325897
"779","52_10",52,5,14,2,6,0.658069610595703,299.5,0.566611886024475,1,45,0,0,0.277360737323761
"780","52_27",52,5,15,2,6,-0.0539039149880409,299.5,0.566611886024475,1,45,0,0,0.304999649524689
"781","52_17",52,5,15,1,6,0.0320458710193634,299.5,0.566611886024475,1,45,0,0,2.1118335723877
"782","52_14",52,5,12,1,6,-0.818820536136627,299.5,0.566611886024475,1,45,0,0,0.760152876377106
"783","52_20",52,5,17,1,7,0.923880577087402,299.5,0.566611886024475,1,45,0,0,1.27364182472229
"784","53_12",53,61,10,2,2,-0.818820536136627,149,0.296226561069489,1,30,0,0,-0.33128747344017
"785","53_4",53,61,9,1,2,1.83431363105774,149,0.296226561069489,1,30,0,0,0.0703759118914604
"786","53_22",53,61,14,1,2,-0.49867245554924,149,0.296226561069489,1,30,0,0,-0.326217263936996
"787","53_10",53,61,10,1,3,-0.288102209568024,149,0.296226561069489,1,30,0,0,-0.966743469238281
"788","53_14",53,61,12,1,3,2.47244811058044,149,0.296226561069489,1,30,0,0,-0.0370092466473579
"789","53_6",53,61,10,1,3,-0.359779566526413,149,0.296226561069489,1,30,0,0,-1.57880890369415
"790","53_9",53,61,15,1,4,-1.65504562854767,149,0.296226561069489,1,30,0,0,1.08691430091858
"791","53_5",53,61,8,2,4,-0.890497863292694,149,0.296226561069489,1,30,0,0,0.0287156272679567
"792","53_7",53,61,9,1,4,-0.359779566526413,149,0.296226561069489,1,30,0,0,0.91956228017807
"793","53_2",53,61,13,2,5,-0.890497863292694,149,0.296226561069489,1,30,0,0,0.0781562700867653
"794","53_23",53,61,9,2,5,-1.21064591407776,149,0.296226561069489,1,30,0,0,-1.80949771404266
"795","53_11",53,61,13,2,5,-0.890497863292694,149,0.296226561069489,1,30,0,0,-1.36244893074036
"796","53_13",53,61,16,1,6,-0.890497863292694,149,0.296226561069489,1,30,0,0,-0.310916602611542
"797","53_15",53,61,12,1,6,-0.359779566526413,149,0.296226561069489,1,30,0,0,0.0212831199169159
"798","53_21",53,61,15,2,7,-0.288102209568024,149,0.296226561069489,1,30,0,0,-0.842349886894226
"799","53_18",53,61,16,1,7,0.46483963727951,149,0.296226561069489,1,30,0,0,1.07617592811584
"800","53_16",53,61,16,1,7,-0.49867245554924,149,0.296226561069489,1,30,0,0,1.32975554466248
